"user_id","book_id","score"
"80","185","5"
"80","214","2"
"80","224","5"
"80","246","2"
"80","343","3"
"80","363","5"
"80","404","4"
"80","436","5"
"80","470","5"
"80","480","3"
"80","508","4"
"80","569","5"
"80","589","3"
"80","679","3"
"80","758","4"
"80","819","3"
"80","971","5"
"81","5","4"
"81","38","5"
"81","60","3"
"81","68","3"
"81","190","2"
"81","194","3"
"81","203","4"
"81","206","3"
"81","224","3"
"81","243","3"
"81","254","2"
"81","304","3"
"81","343","4"
"81","404","3"
"81","467","3"
"81","470","2"
"81","480","5"
"81","508","4"
"81","550","3"
"81","637","3"
"81","721","3"
"81","868","4"
"81","879","3"
"81","902","2"
"81","907","4"
"81","918","3"
"81","924","4"
"81","982","5"
"81","992","5"
"82","7","4"
"82","180","2"
"82","190","2"
"82","218","2"
"82","246","3"
"82","358","2"
"82","381","4"
"82","446","2"
"82","483","2"
"82","497","2"
"82","626","3"
"82","637","2"
"82","642","3"
"82","713","2"
"82","902","4"
"82","924","2"
"82","932","4"
"82","990","3"
"83","5","2"
"83","7","4"
"83","21","4"
"83","28","5"
"83","55","3"
"83","180","3"
"83","218","3"
"83","254","2"
"83","275","2"
"83","305","5"
"83","344","3"
"83","394","4"
"83","439","5"
"83","514","5"
"83","583","5"
"83","626","3"
"83","637","2"
"83","796","4"
"83","902","3"
"83","907","2"
"83","939","5"
"84","1","5"
"84","2","3"
"84","9","4"
"84","34","5"
"84","38","4"
"84","68","3"
"84","190","2"
"84","224","5"
"84","254","2"
"84","331","2"
"84","343","5"
"84","358","2"
"84","404","5"
"84","467","3"
"84","480","4"
"84","508","5"
"84","626","2"
"84","734","4"
"84","902","2"
"84","907","2"
"84","961","4"
"84","966","5"
"84","982","3"
"84","997","2"
"85","1","3"
"85","2","5"
"85","5","3"
"85","9","3"
"85","34","3"
"85","44","2"
"85","62","3"
"85","218","4"
"85","246","3"
"85","254","2"
"85","354","4"
"85","358","3"
"85","392","3"
"85","446","4"
"85","451","3"
"85","483","2"
"85","497","4"
"85","544","2"
"85","637","3"
"85","647","4"
"85","902","3"
"85","907","2"
"85","917","3"
"85","967","2"
"86","1","4"
"86","2","3"
"86","5","2"
"86","9","3"
"86","34","3"
"86","67","5"
"86","180","2"
"86","190","3"
"86","218","3"
"86","379","2"
"86","381","3"
"86","392","3"
"86","410","2"
"86","413","2"
"86","455","3"
"86","483","3"
"86","557","2"
"86","626","4"
"86","637","4"
"86","662","3"
"86","823","4"
"86","902","3"
"86","961","3"
"86","990","3"
"86","997","2"
"87","23","2"
"87","41","3"
"87","45","5"
"87","67","5"
"87","100","5"
"87","123","4"
"87","135","4"
"87","214","3"
"87","228","5"
"87","349","5"
"87","399","2"
"87","420","3"
"87","589","2"
"87","598","4"
"87","681","3"
"87","698","4"
"87","706","4"
"87","772","4"
"87","779","2"
"87","831","5"
"87","837","5"
"87","940","5"
"87","952","5"
"87","958","2"
"88","25","3"
"88","75","5"
"88","133","4"
"88","214","3"
"88","259","2"
"88","309","4"
"88","344","4"
"88","407","4"
"88","439","3"
"88","478","2"
"88","483","2"
"88","514","5"
"88","589","4"
"88","663","2"
"88","724","4"
"88","796","3"
"88","804","3"
"88","848","2"
"88","862","5"
"88","870","4"
"88","897","5"
"88","993","2"
"89","38","5"
"89","57","5"
"89","68","4"
"89","103","3"
"89","105","5"
"89","119","3"
"89","159","2"
"89","178","3"
"89","224","5"
"89","257","2"
"89","343","4"
"89","365","5"
"89","404","5"
"89","426","5"
"89","427","3"
"89","480","5"
"89","508","4"
"89","551","3"
"89","559","2"
"89","613","3"
"89","615","3"
"89","625","3"
"89","656","2"
"89","690","2"
"89","701","2"
"89","949","4"
"89","982","3"
"89","993","3"
"90","1","4"
"90","2","5"
"90","9","5"
"90","34","5"
"90","57","4"
"90","118","4"
"90","220","5"
"90","246","3"
"90","500","3"
"90","501","3"
"90","534","5"
"90","554","3"
"90","587","5"
"90","642","4"
"90","653","3"
"90","684","4"
"90","714","3"
"90","738","3"
"90","842","5"
"90","908","5"
"90","976","4"
"90","990","4"
"91","28","5"
"91","38","4"
"91","51","4"
"91","68","4"
"91","98","5"
"91","112","4"
"91","114","3"
"91","176","4"
"91","178","2"
"91","224","5"
"91","283","4"
"91","305","5"
"91","343","5"
"91","382","3"
"91","404","4"
"91","508","5"
"91","514","5"
"91","545","4"
"91","559","2"
"91","644","4"
"91","679","4"
"91","690","3"
"91","724","4"
"91","848","2"
"91","874","2"
"91","897","4"
"91","982","4"
"92","1","5"
"92","2","5"
"92","9","3"
"92","34","4"
"92","38","3"
"92","68","5"
"92","214","2"
"92","224","3"
"92","343","3"
"92","441","4"
"92","480","3"
"92","508","5"
"92","530","2"
"92","589","3"
"92","679","5"
"92","702","3"
"92","982","3"
"93","1","3"
"93","2","3"
"93","9","5"
"93","11","3"
"93","23","3"
"93","25","4"
"93","28","4"
"93","34","5"
"93","82","2"
"93","133","4"
"93","135","4"
"93","178","5"
"93","192","4"
"93","344","5"
"93","439","4"
"93","499","4"
"93","598","3"
"93","630","4"
"93","631","2"
"93","681","2"
"93","698","3"
"93","744","2"
"93","772","4"
"93","897","3"
"94","1","4"
"94","2","3"
"94","5","4"
"94","9","3"
"94","33","5"
"94","34","4"
"94","35","3"
"94","195","5"
"94","218","4"
"94","254","2"
"94","265","5"
"94","353","4"
"94","436","5"
"94","467","4"
"94","470","5"
"94","473","5"
"94","535","4"
"94","544","4"
"94","590","5"
"94","603","5"
"94","626","4"
"94","833","3"
"94","907","2"
"94","916","5"
"94","997","3"
"95","7","4"
"95","33","4"
"95","38","4"
"95","68","4"
"95","142","3"
"95","162","4"
"95","196","4"
"95","224","4"
"95","265","4"
"95","404","5"
"95","406","5"
"95","425","2"
"95","480","4"
"95","508","3"
"95","535","5"
"95","566","3"
"95","569","3"
"95","600","3"
"95","679","4"
"95","708","3"
"95","982","4"
"96","4","3"
"96","11","4"
"96","28","3"
"96","38","5"
"96","55","4"
"96","68","5"
"96","76","4"
"96","148","5"
"96","207","2"
"96","224","3"
"96","259","5"
"96","283","5"
"96","404","4"
"96","480","4"
"96","508","5"
"96","511","3"
"96","558","3"
"96","615","3"
"96","644","4"
"96","679","3"
"96","690","4"
"96","693","3"
"96","701","4"
"96","723","4"
"96","778","4"
"96","982","3"
"96","993","4"
"96","998","3"
"97","1","5"
"97","2","5"
"97","9","4"
"97","34","3"
"97","36","4"
"97","44","2"
"97","76","4"
"97","114","3"
"97","118","3"
"97","206","2"
"97","337","2"
"97","381","3"
"97","392","3"
"97","427","4"
"97","446","2"
"97","468","5"
"97","503","3"
"97","511","3"
"97","554","3"
"97","629","2"
"97","690","2"
"97","816","2"
"97","834","3"
"97","874","4"
"97","921","2"
"98","1","5"
"98","2","5"
"98","6","5"
"98","9","3"
"98","12","4"
"98","31","5"
"98","34","4"
"98","73","5"
"98","155","5"
"98","214","4"
"98","452","2"
"98","589","4"
"98","600","5"
"98","703","2"
"98","715","2"
"98","800","5"
"98","851","3"
"98","967","3"
"99","7","2"
"99","172","5"
"99","180","4"
"99","190","2"
"99","196","3"
"99","254","3"
"99","272","4"
"99","286","4"
"99","314","5"
"99","400","3"
"99","467","3"
"99","544","2"
"99","566","4"
"99","618","4"
"99","626","2"
"99","813","5"
"99","863","3"
"99","902","3"
"99","924","2"
"99","952","5"
"99","960","5"
"99","967","4"
"100","11","3"
"100","21","3"
"100","38","3"
"100","55","4"
"100","68","3"
"100","77","5"
"100","112","5"
"100","214","2"
"100","224","4"
"100","226","4"
"100","234","2"
"100","343","5"
"100","404","4"
"100","439","4"
"100","480","5"
"100","508","5"
"100","510","4"
"100","589","3"
"100","717","5"
"100","724","4"
"100","982","5"
"101","55","4"
"101","68","4"
"101","112","4"
"101","132","4"
"101","133","3"
"101","223","5"
"101","224","3"
"101","246","2"
"101","337","2"
"101","343","4"
"101","393","3"
"101","404","3"
"101","439","3"
"101","446","4"
"101","480","3"
"101","508","3"
"101","510","4"
"101","554","5"
"101","565","2"
"101","644","3"
"101","679","3"
"101","724","4"
"101","780","3"
"101","816","2"
"101","845","3"
"101","901","4"
"101","955","3"
"101","982","4"
"101","990","4"
"102","25","5"
"102","47","3"
"102","76","4"
"102","112","5"
"102","214","3"
"102","344","4"
"102","385","4"
"102","419","2"
"102","458","3"
"102","478","3"
"102","510","4"
"102","561","4"
"102","589","4"
"102","608","3"
"102","644","4"
"102","656","2"
"102","663","3"
"102","683","3"
"102","701","2"
"102","724","5"
"102","778","4"
"102","828","3"
"102","840","5"
"102","897","5"
"103","5","2"
"103","23","3"
"103","38","3"
"103","41","2"
"103","68","3"
"103","135","3"
"103","218","3"
"103","224","3"
"103","315","4"
"103","339","3"
"103","343","4"
"103","358","3"
"103","371","4"
"103","404","5"
"103","467","2"
"103","480","4"
"103","508","5"
"103","562","2"
"103","598","3"
"103","626","3"
"103","639","2"
"103","679","4"
"103","681","3"
"103","752","2"
"103","772","4"
"103","902","2"
"103","907","4"
"103","921","4"
"103","924","2"
"103","995","5"
"104","7","2"
"104","23","2"
"104","74","5"
"104","82","4"
"104","218","4"
"104","246","4"
"104","373","3"
"104","399","3"
"104","413","3"
"104","497","2"
"104","554","2"
"104","562","4"
"104","565","4"
"104","652","2"
"104","681","2"
"104","684","2"
"104","698","2"
"104","742","4"
"104","752","2"
"104","772","4"
"104","921","4"
"104","990","4"
"105","7","3"
"105","38","5"
"105","68","4"
"105","159","4"
"105","237","4"
"105","303","2"
"105","343","3"
"105","404","5"
"105","427","2"
"105","480","3"
"105","508","3"
"105","559","3"
"105","578","3"
"105","679","4"
"105","701","4"
"105","778","2"
"105","834","4"
"105","853","5"
"105","982","4"
"106","67","4"
"106","84","3"
"106","118","2"
"106","214","2"
"106","273","3"
"106","332","4"
"106","410","2"
"106","413","3"
"106","423","5"
"106","453","3"
"106","479","5"
"106","483","3"
"106","497","2"
"106","568","3"
"106","589","2"
"106","595","5"
"106","659","5"
"106","713","4"
"106","846","4"
"106","901","2"
"106","904","4"
"106","955","4"
"107","1","4"
"107","2","5"
"107","7","3"
"107","9","4"
"107","27","4"
"107","34","3"
"107","35","4"
"107","86","5"
"107","126","2"
"107","172","4"
"107","286","5"
"107","293","5"
"107","396","3"
"107","436","4"
"107","473","4"
"107","797","5"
"107","830","4"
"107","869","5"
"108","4","5"
"108","8","3"
"108","23","3"
"108","24","3"
"108","28","4"
"108","55","5"
"108","133","3"
"108","135","4"
"108","148","3"
"108","162","5"
"108","344","3"
"108","399","3"
"108","400","4"
"108","439","5"
"108","502","3"
"108","514","5"
"108","548","5"
"108","562","4"
"108","569","3"
"108","598","4"
"108","610","3"
"108","639","4"
"108","698","2"
"108","734","5"
"108","735","5"
"108","744","3"
"108","772","2"
"108","967","5"
"109","28","3"
"109","38","5"
"109","41","3"
"109","61","5"
"109","68","3"
"109","77","5"
"109","82","4"
"109","135","3"
"109","224","4"
"109","283","4"
"109","298","2"
"109","404","4"
"109","480","4"
"109","508","4"
"109","551","5"
"109","562","4"
"109","598","3"
"109","679","4"
"109","681","4"
"109","698","4"
"109","724","5"
"109","752","4"
"109","796","3"
"109","845","5"
"109","897","5"
"109","982","5"
"110","19","2"
"110","30","2"
"110","41","3"
"110","114","2"
"110","135","4"
"110","159","4"
"110","214","2"
"110","399","3"
"110","407","3"
"110","478","4"
"110","562","3"
"110","589","2"
"110","598","4"
"110","599","4"
"110","615","4"
"110","698","2"
"110","744","4"
"110","752","3"
"110","850","5"
"110","882","2"
"110","942","2"
"111","10","5"
"111","33","3"
"111","38","4"
"111","51","3"
"111","68","5"
"111","73","5"
"111","159","2"
"111","189","5"
"111","195","4"
"111","200","2"
"111","224","4"
"111","274","2"
"111","309","3"
"111","314","4"
"111","330","2"
"111","343","3"
"111","419","4"
"111","429","4"
"111","430","2"
"111","480","4"
"111","508","3"
"111","527","5"
"111","578","4"
"111","679","5"
"111","701","2"
"111","715","3"
"111","804","3"
"111","813","3"
"111","848","2"
"111","982","3"
"112","7","3"
"112","18","5"
"112","38","5"
"112","68","3"
"112","117","3"
"112","224","4"
"112","300","3"
"112","343","3"
"112","369","5"
"112","376","4"
"112","389","3"
"112","404","3"
"112","472","5"
"112","480","4"
"112","494","4"
"112","508","4"
"112","517","5"
"112","591","4"
"112","679","3"
"112","696","5"
"112","747","2"
"112","752","5"
"113","1","5"
"113","2","4"
"113","7","2"
"113","9","5"
"113","34","3"
"113","38","5"
"113","68","3"
"113","343","3"
"113","347","5"
"113","404","4"
"113","456","3"
"113","464","5"
"113","480","3"
"113","508","4"
"113","531","4"
"113","679","4"
"113","810","2"
"113","982","5"
"114","29","3"
"114","35","3"
"114","38","3"
"114","44","2"
"114","95","2"
"114","117","4"
"114","169","5"
"114","210","3"
"114","224","5"
"114","248","2"
"114","343","3"
"114","349","5"
"114","404","4"
"114","410","4"
"114","480","3"
"114","483","2"
"114","508","4"
"114","546","4"
"114","560","3"
"114","642","3"
"114","670","4"
"114","679","4"
"114","713","3"
"114","731","2"
"114","759","3"
"114","762","2"
"114","833","3"
"114","914","4"
"114","921","2"
"114","927","5"
"114","977","5"
"114","982","3"
"115","13","3"
"115","19","3"
"115","23","2"
"115","30","4"
"115","41","3"
"115","53","5"
"115","82","4"
"115","83","2"
"115","135","2"
"115","160","3"
"115","252","5"
"115","309","2"
"115","355","4"
"115","357","3"
"115","424","3"
"115","536","4"
"115","562","3"
"115","566","4"
"115","598","2"
"115","629","3"
"115","663","3"
"115","681","4"
"115","754","4"
"115","772","2"
"115","818","3"
"115","842","4"
"115","870","3"
"115","882","2"
"115","934","3"
"116","26","5"
"116","42","3"
"116","72","4"
"116","142","3"
"116","155","3"
"116","174","3"
"116","180","2"
"116","190","3"
"116","199","2"
"116","218","4"
"116","331","4"
"116","353","4"
"116","358","2"
"116","400","5"
"116","433","5"
"116","449","5"
"116","467","4"
"116","470","4"
"116","484","2"
"116","544","4"
"116","547","3"
"116","569","5"
"116","577","3"
"116","591","3"
"116","637","3"
"116","825","4"
"116","902","2"
"116","918","3"
"116","958","4"
"116","967","4"
"117","5","4"
"117","19","2"
"117","30","2"
"117","46","5"
"117","70","3"
"117","73","5"
"117","117","4"
"117","142","3"
"117","218","2"
"117","314","4"
"117","358","2"
"117","427","4"
"117","467","3"
"117","478","2"
"117","570","3"
"117","572","3"
"117","578","4"
"117","626","4"
"117","637","2"
"117","674","5"
"117","714","2"
"117","718","5"
"117","834","3"
"117","848","4"
"117","882","4"
"117","902","3"
"117","907","4"
"117","984","4"
"117","985","5"
"118","1","5"
"118","2","3"
"118","5","4"
"118","9","4"
"118","34","5"
"118","38","5"
"118","55","5"
"118","68","4"
"118","162","2"
"118","190","4"
"118","224","3"
"118","254","4"
"118","279","4"
"118","343","5"
"118","394","5"
"118","399","2"
"118","404","5"
"118","480","4"
"118","544","2"
"118","626","4"
"118","637","4"
"118","679","5"
"118","772","3"
"118","860","3"
"118","907","3"
"118","982","4"
"118","997","4"
"119","19","2"
"119","34","2"
"119","65","3"
"119","73","5"
"119","83","2"
"119","117","5"
"119","159","3"
"119","168","3"
"119","195","4"
"119","214","4"
"119","252","5"
"119","269","2"
"119","396","5"
"119","427","3"
"119","589","3"
"119","610","5"
"119","693","3"
"119","751","3"
"119","759","5"
"119","778","3"
"119","804","2"
"119","869","3"
"119","993","2"
"120","1","4"
"120","2","5"
"120","4","4"
"120","9","5"
"120","34","5"
"120","47","3"
"120","64","3"
"120","112","3"
"120","240","4"
"120","305","4"
"120","344","4"
"120","407","2"
"120","426","4"
"120","427","3"
"120","458","4"
"120","510","5"
"120","514","4"
"120","644","5"
"120","710","5"
"120","723","2"
"120","896","3"
"120","897","5"
"120","993","2"
"121","10","5"
"121","27","5"
"121","30","4"
"121","51","4"
"121","83","4"
"121","190","2"
"121","199","5"
"121","358","4"
"121","361","3"
"121","400","5"
"121","409","3"
"121","467","4"
"121","527","3"
"121","610","4"
"121","615","3"
"121","617","5"
"121","626","2"
"121","629","3"
"121","637","3"
"121","834","3"
"121","848","2"
"121","863","3"
"121","869","4"
"121","874","2"
"121","902","4"
"121","907","3"
"121","924","3"
"122","25","4"
"122","27","5"
"122","29","3"
"122","70","3"
"122","71","4"
"122","155","3"
"122","168","5"
"122","180","4"
"122","190","4"
"122","197","4"
"122","254","2"
"122","286","4"
"122","358","2"
"122","365","4"
"122","453","4"
"122","544","4"
"122","599","5"
"122","637","2"
"122","680","5"
"122","759","4"
"122","844","4"
"122","907","4"
"122","909","5"
"122","924","4"
"122","958","4"
"122","977","3"
"123","44","2"
"123","68","5"
"123","118","3"
"123","214","3"
"123","224","3"
"123","321","2"
"123","343","4"
"123","381","3"
"123","404","4"
"123","408","2"
"123","413","3"
"123","455","2"
"123","480","4"
"123","505","4"
"123","508","4"
"123","539","4"
"123","589","4"
"123","631","3"
"123","679","5"
"123","694","2"
"123","723","3"
"123","976","2"
"123","982","3"
"124","10","5"
"124","28","5"
"124","31","3"
"124","35","5"
"124","55","3"
"124","61","3"
"124","112","4"
"124","115","4"
"124","168","5"
"124","172","4"
"124","180","4"
"124","190","3"
"124","254","2"
"124","283","5"
"124","305","3"
"124","315","3"
"124","344","3"
"124","349","5"
"124","425","3"
"124","617","5"
"124","626","4"
"124","718","4"
"124","724","5"
"124","803","4"
"124","902","4"
"124","907","3"
"124","924","4"
"124","925","4"
"124","927","3"
"124","997","2"
"125","7","2"
"125","19","2"
"125","23","4"
"125","41","3"
"125","82","4"
"125","121","2"
"125","214","4"
"125","300","5"
"125","322","2"
"125","399","3"
"125","556","4"
"125","562","2"
"125","589","2"
"125","698","2"
"125","744","3"
"125","752","3"
"125","949","5"
"126","7","4"
"126","23","4"
"126","41","3"
"126","82","4"
"126","214","4"
"126","253","4"
"126","399","4"
"126","527","4"
"126","589","3"
"126","681","2"
"126","686","3"
"126","698","4"
"126","744","4"
"126","752","2"
"127","38","4"
"127","68","3"
"127","105","3"
"127","134","4"
"127","214","4"
"127","224","5"
"127","232","4"
"127","341","5"
"127","343","3"
"127","404","3"
"127","468","4"
"127","508","5"
"127","550","4"
"127","589","2"
"127","632","4"
"127","672","2"
"127","679","5"
"127","723","4"
"127","782","3"
"127","787","2"
"127","936","3"
"127","949","5"
"127","982","4"
"128","22","3"
"128","38","3"
"128","46","5"
"128","68","4"
"128","110","4"
"128","117","5"
"128","138","5"
"128","195","3"
"128","224","3"
"128","265","4"
"128","286","5"
"128","302","3"
"128","322","4"
"128","343","3"
"128","404","4"
"128","480","4"
"128","486","5"
"128","558","5"
"128","568","2"
"128","679","5"
"128","694","4"
"128","735","3"
"128","757","2"
"128","829","3"
"128","916","5"
"128","977","5"
"128","980","4"
"128","982","5"
"129","1","3"
"129","2","5"
"129","7","3"
"129","9","3"
"129","34","4"
"129","44","2"
"129","151","2"
"129","166","3"
"129","233","3"
"129","246","4"
"129","553","2"
"129","554","3"
"129","564","3"
"129","670","3"
"129","684","4"
"129","713","4"
"129","736","5"
"129","750","5"
"129","917","3"
"130","4","5"
"130","21","4"
"130","25","5"
"130","44","3"
"130","62","2"
"130","76","4"
"130","83","2"
"130","130","4"
"130","148","3"
"130","151","4"
"130","283","4"
"130","293","4"
"130","305","4"
"130","410","2"
"130","446","3"
"130","458","4"
"130","478","2"
"130","482","3"
"130","483","4"
"130","554","4"
"130","628","3"
"130","629","3"
"130","685","4"
"130","690","4"
"130","693","3"
"130","724","3"
"130","778","4"
"130","990","2"
"131","11","3"
"131","37","3"
"131","76","4"
"131","112","5"
"131","180","4"
"131","220","4"
"131","260","5"
"131","283","4"
"131","358","3"
"131","437","5"
"131","467","2"
"131","474","5"
"131","476","5"
"131","506","2"
"131","510","5"
"131","614","5"
"131","626","3"
"131","644","5"
"131","674","4"
"131","712","3"
"131","767","3"
"131","866","4"
"131","897","4"
"131","902","2"
"131","907","2"
"131","924","2"
"131","993","5"
"131","997","2"
"132","2","3"
"132","7","3"
"132","19","3"
"132","135","3"
"132","159","2"
"132","309","2"
"132","371","4"
"132","399","2"
"132","403","2"
"132","440","2"
"132","458","3"
"132","476","3"
"132","478","2"
"132","517","3"
"132","562","4"
"132","598","2"
"132","681","3"
"132","744","4"
"132","752","4"
"132","772","2"
"132","804","3"
"132","896","3"
"133","7","4"
"133","38","5"
"133","68","4"
"133","224","5"
"133","246","3"
"133","329","5"
"133","343","5"
"133","381","4"
"133","404","4"
"133","410","4"
"133","455","4"
"133","472","5"
"133","501","4"
"133","508","4"
"133","554","2"
"133","565","2"
"133","573","4"
"133","679","4"
"133","762","3"
"133","982","3"
"134","11","3"
"134","21","4"
"134","28","4"
"134","55","4"
"134","61","5"
"134","78","4"
"134","79","3"
"134","112","3"
"134","118","3"
"134","156","4"
"134","247","3"
"134","321","3"
"134","337","4"
"134","395","5"
"134","471","5"
"134","501","3"
"134","505","2"
"134","514","5"
"134","531","4"
"134","551","3"
"134","557","3"
"134","607","3"
"134","657","3"
"134","816","2"
"134","845","3"
"134","901","4"
"134","987","5"
"135","5","3"
"135","180","3"
"135","214","2"
"135","218","4"
"135","259","3"
"135","263","5"
"135","292","2"
"135","300","3"
"135","401","3"
"135","415","2"
"135","416","5"
"135","467","4"
"135","531","4"
"135","544","4"
"135","589","3"
"135","631","3"
"135","637","2"
"135","668","4"
"135","761","4"
"135","872","5"
"135","902","4"
"135","907","4"
"135","978","5"
"136","1","5"
"136","2","3"
"136","9","5"
"136","18","4"
"136","33","3"
"136","34","5"
"136","38","5"
"136","63","4"
"136","68","4"
"136","70","4"
"136","164","2"
"136","224","3"
"136","314","4"
"136","404","5"
"136","473","4"
"136","480","3"
"136","508","4"
"136","527","4"
"136","557","3"
"136","679","5"
"136","718","4"
"136","863","5"
"136","977","3"
"136","982","5"
"137","7","2"
"137","11","5"
"137","24","3"
"137","25","5"
"137","31","5"
"137","55","4"
"137","73","3"
"137","76","4"
"137","112","4"
"137","305","5"
"137","429","3"
"137","438","3"
"137","488","4"
"137","510","4"
"137","514","5"
"137","572","4"
"137","657","4"
"137","777","4"
"137","813","4"
"137","984","5"
"138","28","4"
"138","55","4"
"138","62","4"
"138","77","3"
"138","112","4"
"138","118","2"
"138","135","3"
"138","221","5"
"138","260","4"
"138","281","5"
"138","283","3"
"138","335","4"
"138","337","3"
"138","369","2"
"138","455","4"
"138","510","4"
"138","565","2"
"138","593","3"
"138","648","4"
"138","712","5"
"138","750","3"
"138","762","2"
"138","845","3"
"138","897","5"
"138","901","2"
"138","917","2"
"138","940","3"
"139","5","2"
"139","38","4"
"139","43","2"
"139","76","3"
"139","100","4"
"139","133","4"
"139","148","4"
"139","168","3"
"139","190","4"
"139","218","3"
"139","224","4"
"139","254","4"
"139","293","4"
"139","343","4"
"139","344","4"
"139","358","4"
"139","404","4"
"139","439","5"
"139","480","4"
"139","508","4"
"139","637","2"
"139","644","3"
"139","677","2"
"139","679","3"
"139","724","3"
"139","845","5"
"139","868","2"
"139","891","4"
"139","907","2"
"139","924","3"
"139","941","5"
"139","982","3"
"140","1","4"
"140","2","4"
"140","9","5"
"140","27","2"
"140","29","4"
"140","34","3"
"140","39","4"
"140","46","3"
"140","78","4"
"140","200","5"
"140","203","3"
"140","210","2"
"140","335","5"
"140","445","3"
"140","488","5"
"140","536","3"
"140","588","5"
"140","600","4"
"140","613","3"
"140","709","3"
"140","718","3"
"140","735","3"
"140","778","5"
"140","863","4"
"141","21","5"
"141","28","3"
"141","41","2"
"141","97","3"
"141","112","4"
"141","135","4"
"141","176","4"
"141","240","2"
"141","293","2"
"141","351","5"
"141","419","4"
"141","440","4"
"141","459","5"
"141","499","4"
"141","510","4"
"141","578","4"
"141","598","3"
"141","615","2"
"141","681","4"
"141","698","4"
"141","701","3"
"141","724","5"
"141","744","4"
"141","752","3"
"141","772","2"
"141","788","5"
"141","845","4"
"141","897","4"
"142","1","5"
"142","2","3"
"142","5","3"
"142","9","3"
"142","34","3"
"142","69","5"
"142","214","2"
"142","218","4"
"142","239","5"
"142","254","2"
"142","263","2"
"142","282","5"
"142","460","5"
"142","589","3"
"142","601","5"
"142","626","3"
"142","637","4"
"142","902","4"
"142","907","2"
"142","924","2"
"143","4","5"
"143","5","3"
"143","23","2"
"143","25","5"
"143","28","5"
"143","67","2"
"143","82","4"
"143","112","5"
"143","135","4"
"143","148","3"
"143","214","2"
"143","344","5"
"143","351","5"
"143","439","3"
"143","589","4"
"143","598","4"
"143","681","4"
"143","690","3"
"143","698","4"
"143","744","4"
"143","772","4"
"143","897","4"
"143","930","5"
"144","7","3"
"144","180","3"
"144","190","3"
"144","194","3"
"144","358","2"
"144","467","4"
"144","476","4"
"144","517","4"
"144","519","4"
"144","558","3"
"144","637","2"
"144","688","4"
"144","702","4"
"144","738","5"
"144","744","4"
"144","853","4"
"144","862","3"
"144","902","2"
"144","924","2"
"144","997","2"
"145","23","4"
"145","30","2"
"145","47","4"
"145","82","3"
"145","114","3"
"145","214","4"
"145","237","2"
"145","271","3"
"145","361","3"
"145","399","2"
"145","506","2"
"145","562","4"
"145","589","4"
"145","598","2"
"145","647","5"
"145","690","4"
"145","698","3"
"145","744","3"
"145","752","3"
"145","834","4"
"145","870","4"
"145","960","2"
"146","1","4"
"146","2","5"
"146","9","4"
"146","21","3"
"146","34","5"
"146","77","5"
"146","223","4"
"146","305","4"
"146","358","3"
"146","467","3"
"146","489","2"
"146","499","4"
"146","514","3"
"146","544","4"
"146","626","3"
"146","635","2"
"146","637","2"
"146","767","4"
"146","796","4"
"146","897","5"
"146","902","3"
"146","907","3"
"146","924","4"
"147","11","3"
"147","28","5"
"147","30","3"
"147","41","2"
"147","55","4"
"147","61","5"
"147","82","3"
"147","114","3"
"147","237","3"
"147","253","2"
"147","309","2"
"147","344","4"
"147","399","3"
"147","419","4"
"147","499","3"
"147","560","2"
"147","598","3"
"147","615","4"
"147","681","2"
"147","698","4"
"147","701","4"
"147","724","5"
"147","744","3"
"147","772","3"
"147","781","3"
"147","796","4"
"147","804","4"
"148","1","4"
"148","2","4"
"148","9","4"
"148","25","3"
"148","34","4"
"148","61","3"
"148","76","5"
"148","112","5"
"148","133","3"
"148","197","4"
"148","214","2"
"148","306","3"
"148","344","5"
"148","439","4"
"148","459","2"
"148","499","5"
"148","589","4"
"148","881","3"
"148","991","4"
"148","995","5"
"149","29","4"
"149","41","3"
"149","62","4"
"149","82","4"
"149","142","5"
"149","196","5"
"149","321","3"
"149","349","4"
"149","399","3"
"149","410","3"
"149","483","2"
"149","501","4"
"149","557","2"
"149","569","4"
"149","572","4"
"149","598","4"
"149","612","5"
"149","670","4"
"149","681","2"
"149","694","3"
"149","698","3"
"149","735","4"
"149","744","2"
"149","772","4"
"149","927","5"
"149","955","3"
"149","967","3"
"150","1","3"
"150","2","5"
"150","9","5"
"150","34","4"
"150","180","4"
"150","218","2"
"150","311","3"
"150","358","3"
"150","416","5"
"150","444","4"
"150","469","2"
"150","472","3"
"150","494","5"
"150","544","2"
"150","600","3"
"150","626","2"
"150","680","5"
"150","741","3"
"150","799","3"
"150","814","4"
"150","815","4"
"150","907","4"
"150","924","3"
"150","997","3"
"151","7","3"
"151","55","5"
"151","82","2"
"151","133","3"
"151","135","4"
"151","148","3"
"151","151","3"
"151","283","3"
"151","305","3"
"151","318","3"
"151","365","2"
"151","399","2"
"151","439","4"
"151","514","3"
"151","598","2"
"151","644","4"
"151","681","3"
"151","698","2"
"151","744","4"
"151","752","2"
"152","7","4"
"152","10","4"
"152","12","4"
"152","19","4"
"152","29","5"
"152","30","4"
"152","46","4"
"152","195","4"
"152","196","4"
"152","240","3"
"152","250","2"
"152","440","3"
"152","458","4"
"152","535","4"
"152","610","5"
"152","663","3"
"152","723","4"
"152","863","3"
"152","882","2"
"152","896","4"
"152","977","4"
"153","7","4"
"153","14","5"
"153","23","3"
"153","82","3"
"153","98","3"
"153","135","2"
"153","150","4"
